# Simulation 1 (Up to date)
# 786 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
13.5706,572.6629,-31.019,-6.5706
13.5827,572.2867,-31.0982,-6.5122
13.5943,571.9265,-31.1733,-6.4651
13.6055,571.5772,-31.2454,-6.4396
13.6166,571.2303,-31.3168,-6.4349
13.6278,570.8779,-31.3892,-6.4392
13.6393,570.5165,-31.4633,-6.4525
13.6512,570.1424,-31.54,-6.4735
13.6636,569.7508,-31.6204,-6.4938
13.6765,569.3407,-31.7047,-6.5226
13.6903,568.9045,-31.7946,-6.5597
13.7051,568.4307,-31.8925,-6.604
13.7217,567.9013,-32.0023,-6.6541
13.741,567.2839,-32.131,-6.7091
13.7652,566.5032,-32.2943,-6.7661
13.8016,565.3246,-32.5412,-6.7999
13.8516,563.6891,-32.8798,-6.7238
13.8861,562.5496,-33.1102,-6.6108
13.9071,561.8513,-33.2485,-6.5311
13.9246,561.2685,-33.3622,-6.4647
13.9402,560.7472,-33.4626,-6.4097
13.9547,560.2617,-33.5551,-6.3689
13.9687,559.7936,-33.6437,-6.3452
13.9826,559.3244,-33.732,-6.3293
13.9967,558.847,-33.8213,-6.3212
14.0113,558.3546,-33.9132,-6.31
14.026,557.8531,-34.0063,-6.3035
14.0412,557.338,-34.1016,-6.3043
14.057,556.7986,-34.2013,-6.3139
14.074,556.2144,-34.3091,-6.3314
14.0933,555.5501,-34.4317,-6.3517
14.1168,554.742,-34.5806,-6.3699
14.1495,553.6078,-34.7891,-6.371
14.1985,551.8936,-35.1002,-6.3007
14.2485,550.1308,-35.4117,-6.1475
14.2737,549.2362,-35.5656,-6.069
14.2947,548.487,-35.6926,-6.0103
14.3139,547.8024,-35.8072,-5.9557
14.3315,547.1705,-35.9118,-5.9111
14.3481,546.5723,-36.0098,-5.8791
14.3643,545.9897,-36.1047,-5.864
14.3807,545.3978,-36.2006,-5.8591
14.3977,544.7813,-36.3003,-5.8629
14.4159,544.1203,-36.4069,-5.8657
14.4354,543.4093,-36.5214,-5.8746
14.4571,542.6146,-36.6491,-5.892
14.4836,541.6395,-36.8059,-5.9148
14.5235,540.1689,-37.0416,-5.9133
14.5735,538.3095,-37.3356,-5.8349
14.6128,536.837,-37.5632,-5.7371
14.6366,535.9408,-37.699,-5.671
14.6562,535.2004,-37.8097,-5.6219
14.674,534.5271,-37.9094,-5.5862
14.691,533.882,-38.0041,-5.5603
14.7078,533.2443,-38.0971,-5.5425
14.7246,532.5999,-38.1907,-5.5318
14.7421,531.9315,-38.2873,-5.528
14.7608,531.2163,-38.3905,-5.5303
14.7817,530.4109,-38.5064,-5.5361
14.8072,529.4294,-38.6473,-5.5388
14.8435,528.0208,-38.8484,-5.521
14.8935,526.0715,-39.1226,-5.4357
14.9435,524.1087,-39.391,-5.2962
14.9676,523.1606,-39.5175,-5.2309
14.988,522.3505,-39.6241,-5.1844
15.007,521.5966,-39.7223,-5.1519
15.0255,520.8606,-39.8174,-5.1319
15.0443,520.1141,-39.9134,-5.1219
15.0639,519.3281,-40.0141,-5.1212
